user_id,action_date,action_name,error_message,device
3152,2022-07-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
4034,2022-07-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
162320,2022-07-01,checkout_monthly_completepayment.click.fail,"State field is required",desktop
277323,2022-07-01,checkout_annual_completepayment.click.fail,"year field is required",desktop
278088,2022-07-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
279959,2022-07-01,checkout_data-strategy_completepayment.click.fail,"year field is required",mobile
12003,2022-07-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
279178,2022-07-02,checkout_monthly_completepayment.click.fail,"cvv field is required",desktop
280084,2022-07-02,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
280114,2022-07-02,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
280126,2022-07-03,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
280132,2022-07-03,checkout_monthly_completepayment.click.fail,"Your card's security code is invalid.",desktop
280140,2022-07-03,checkout_monthly_completepayment.click.fail,"month field is required",desktop
280189,2022-07-03,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
277721,2022-07-04,checkout_annual_completepayment.click.fail,"zip field is required",desktop
278853,2022-07-04,checkout_monthly_completepayment.click.fail,"year field is required",desktop
280134,2022-07-04,checkout_annual_completepayment.click.fail,"zip field is required",desktop
280307,2022-07-04,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
283840,2022-07-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
156795,2022-07-05,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
279482,2022-07-05,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
280145,2022-07-05,checkout_lifetime_completepayment.click.fail,"year field is required",desktop
9666,2022-07-06,checkout_annual_completepayment.click.fail,"number field is required",desktop
134064,2022-07-06,checkout_monthly_completepayment.click.fail,"number field is required",desktop
156099,2022-07-06,checkout_monthly_completepayment.click.fail,"number field is required",mobile
276770,2022-07-06,checkout_monthly_completepayment.click.fail,"number field is required",desktop
277322,2022-07-06,checkout_annual_completepayment.click.fail,"State field is required",desktop
280031,2022-07-06,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
280324,2022-07-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
280448,2022-07-06,checkout_lifetime_completepayment.click.fail,"Credit card number: must be a valid credit card number.",desktop
280516,2022-07-06,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
280592,2022-07-06,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
2,2022-07-08,checkout_annual_completepayment.click.fail,"number field is required",desktop
280709,2022-07-08,checkout_monthly_completepayment.click.fail,"year field is required",desktop
280744,2022-07-08,checkout_annual_completepayment.click.fail,"number field is required",desktop
280772,2022-07-08,checkout_monthly_completepayment.click.fail,"year field is required",desktop
280776,2022-07-08,checkout_annual_completepayment.click.fail,"number field is required",desktop
280794,2022-07-08,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
280814,2022-07-08,checkout_quarterly_completepayment.click.fail,"zip field is required",desktop
8191,2022-07-09,checkout_annual_completepayment.click.fail,"number field is required",desktop
275045,2022-07-09,checkout_monthly_completepayment.click.fail,"year field is required",desktop
3643,2022-07-10,checkout_annual_completepayment.click.fail,"number field is required",desktop
278833,2022-07-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
280208,2022-07-10,checkout_annual_completepayment.click.fail,"year field is required",desktop
280412,2022-07-10,checkout_annual_completepayment.click.fail,"year field is required",desktop
280868,2022-07-10,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
182,2022-07-11,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
213546,2022-07-11,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
275800,2022-07-11,checkout_monthly_completepayment.click.fail,"year field is required",desktop
281117,2022-07-11,checkout_monthly_completepayment.click.fail,"number field is required",desktop
281161,2022-07-11,checkout_monthly_completepayment.click.fail,"year field is required",desktop
266814,2022-07-12,checkout_annual_completepayment.click.fail,"number field is required",desktop
281074,2022-07-12,checkout_quarterly_completepayment.click.fail,"State field is required",desktop
281281,2022-07-12,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
281283,2022-07-12,checkout_quarterly_completepayment.click.fail,"Your card was declined.",mobile
281315,2022-07-12,checkout_business_completepayment.click.fail,"number field is required",desktop
214361,2022-07-13,checkout_monthly_completepayment.click.fail,"year field is required",mobile
280613,2022-07-13,checkout_annual_completepayment.click.fail,"State field is required",desktop
280863,2022-07-13,checkout_annual_completepayment.click.fail,"number field is required",mobile
281297,2022-07-13,checkout_monthly_completepayment.click.fail,"Your card is not supported.",mobile
281440,2022-07-13,checkout_annual_completepayment.click.fail,"year field is required",desktop
281592,2022-07-13,checkout_annual_completepayment.click.fail,"number field is required",mobile
30047,2022-07-14,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
280854,2022-07-14,checkout_annual_completepayment.click.fail,"Credit card number: must be a valid credit card number.",desktop
281370,2022-07-14,checkout_lifetime_completepayment.click.fail,"year field is required",mobile
281451,2022-07-14,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
281527,2022-07-14,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
172869,2022-07-15,checkout_annual_completepayment.click.fail,"number field is required",desktop
245818,2022-07-15,checkout_annual_completepayment.click.fail,"number field is required",desktop
275786,2022-07-15,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
281299,2022-07-15,checkout_annual_completepayment.click.fail,"year field is required",desktop
181830,2022-07-16,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
269874,2022-07-16,checkout_quarterly_completepayment.click.fail,"Your card has insufficient funds.",desktop
280932,2022-07-16,checkout_annual_completepayment.click.fail,"number field is required",desktop
281773,2022-07-16,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop
281787,2022-07-17,checkout_annual_completepayment.click.fail,"State field is required",desktop
281796,2022-07-17,checkout_monthly_completepayment.click.fail,"year field is required",mobile
135492,2022-07-18,checkout_annual_completepayment.click.fail,"number field is required",desktop
180571,2022-07-18,checkout_annual_completepayment.click.fail,"number field is required",desktop
201697,2022-07-18,checkout_annual_completepayment.click.fail,"number field is required",mobile
267684,2022-07-18,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
273161,2022-07-18,checkout_annual_completepayment.click.fail,"number field is required",desktop
274877,2022-07-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
281992,2022-07-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
281993,2022-07-18,checkout_annual_completepayment.click.fail,"month field is required",desktop
144179,2022-07-19,checkout_quarterly_completepayment.click.fail,"Your card was declined.",desktop
184569,2022-07-19,checkout_annual_completepayment.click.fail,"number field is required",desktop
277403,2022-07-19,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
280821,2022-07-19,checkout_annual_completepayment.click.fail,"month field is required",desktop
281671,2022-07-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
282040,2022-07-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
282049,2022-07-19,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282072,2022-07-19,checkout_annual_completepayment.click.fail,"year field is required",desktop
282085,2022-07-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
256832,2022-07-20,checkout_annual_completepayment.click.fail,"year field is required",desktop
261139,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
279396,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",desktop
280547,2022-07-20,checkout_monthly_completepayment.click.fail,"State field is required",desktop
281453,2022-07-20,checkout_annual_completepayment.click.fail,"year field is required",desktop
282066,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",desktop
282153,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
282158,2022-07-20,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
282159,2022-07-20,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282167,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
282172,2022-07-20,checkout_annual_completepayment.click.fail,"year field is required",mobile
135321,2022-07-21,checkout_lifetime_completepayment.click.fail,"number field is required",desktop
278101,2022-07-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
282193,2022-07-21,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
282214,2022-07-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282273,2022-07-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
289211,2022-07-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
191101,2022-07-22,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
266187,2022-07-22,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
269422,2022-07-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
282344,2022-07-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
272089,2022-07-23,checkout_annual_completepayment.click.fail,"number field is required",desktop
275307,2022-07-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
282336,2022-07-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
282371,2022-07-23,checkout_annual_completepayment.click.fail,"zip field is required",desktop
282380,2022-07-23,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
282393,2022-07-23,checkout_annual_completepayment.click.fail,"year field is required",mobile
282446,2022-07-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
263438,2022-07-24,checkout_annual_completepayment.click.fail,"number field is required",desktop
275224,2022-07-24,checkout_annual_completepayment.click.fail,"State field is required",mobile
282462,2022-07-24,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
40735,2022-07-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
60452,2022-07-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
83266,2022-07-25,checkout_monthly_completepayment.click.fail,"State field is required",desktop
143432,2022-07-25,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
224015,2022-07-25,checkout_annual_completepayment.click.fail,"State field is required",mobile
229673,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",mobile
248182,2022-07-25,checkout_monthly_completepayment.click.fail,"year field is required",desktop
280212,2022-07-25,checkout_annual_completepayment.click.fail,"number field is required",mobile
282402,2022-07-25,checkout_annual_completepayment.click.fail,"number field is required",desktop
282527,2022-07-25,checkout_annual_completepayment.click.fail,"number field is required",mobile
282541,2022-07-25,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282542,2022-07-25,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282560,2022-07-25,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282580,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
282586,2022-07-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
282595,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
282608,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
282610,2022-07-25,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
282614,2022-07-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
1791,2022-07-26,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
3333,2022-07-26,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
53122,2022-07-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
182297,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
269321,2022-07-26,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
275594,2022-07-26,checkout_monthly_completepayment.click.fail,"year field is required",desktop
278881,2022-07-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
280615,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",mobile
280853,2022-07-26,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
282408,2022-07-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282429,2022-07-26,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
282529,2022-07-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282564,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
282629,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
282638,2022-07-26,checkout_monthly_completepayment.click.fail,"year field is required",desktop
282650,2022-07-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282665,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
282668,2022-07-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282687,2022-07-26,checkout_annual_completepayment.click.fail,"firstName field is required",desktop
282700,2022-07-26,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
282705,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",mobile
282713,2022-07-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
182922,2022-07-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop
273136,2022-07-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282033,2022-07-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282235,2022-07-27,checkout_annual_completepayment.click.fail,"month field is required",desktop
282507,2022-07-27,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
282553,2022-07-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
282757,2022-07-27,checkout_annual_completepayment.click.fail,"number field is required",mobile
282781,2022-07-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
282813,2022-07-27,checkout_monthly_completepayment.click.fail,"year field is required",desktop
282825,2022-07-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
13344,2022-07-28,checkout_annual_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
15748,2022-07-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
85401,2022-07-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
157808,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
213211,2022-07-28,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
225242,2022-07-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
263656,2022-07-28,checkout_annual_completepayment.click.fail,"month field is required",desktop
282441,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282783,2022-07-28,checkout_annual_completepayment.click.fail,"firstName field is required",mobile
282818,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
282847,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282864,2022-07-28,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
282892,2022-07-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
282911,2022-07-28,checkout_annual_completepayment.click.fail,"month field is required",mobile
136640,2022-07-29,checkout_annual_completepayment.click.fail,"year field is required",mobile
164133,2022-07-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
179898,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
279388,2022-07-29,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282751,2022-07-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282829,2022-07-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282925,2022-07-29,checkout_annual_completepayment.click.fail,"State field is required",desktop
282929,2022-07-29,checkout_monthly_completepayment.click.fail,"Coupon Code: '10OFFSPECIAL' - Coupon code could not be found.",desktop
282937,2022-07-29,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
282940,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
282948,2022-07-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282956,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",desktop
283026,2022-07-29,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop
283029,2022-07-30,checkout_annual_completepayment.click.fail,"year field is required",desktop
283033,2022-07-30,checkout_data-strategy_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
283038,2022-07-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
283075,2022-07-30,checkout_data-strategy_completepayment.click.fail,"number field is required",mobile
283116,2022-07-30,checkout_annual_completepayment.click.fail,"State field is required",desktop
283132,2022-07-30,checkout_data-strategy_completepayment.click.fail,"year field is required",mobile
176795,2022-07-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
265370,2022-07-31,checkout_annual_completepayment.click.fail,"zip field is required",desktop
273723,2022-07-31,checkout_annual_completepayment.click.fail,"year field is required",desktop
283162,2022-07-31,checkout_monthly_completepayment.click.fail,"year field is required",mobile
283239,2022-07-31,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
283286,2022-07-31,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
6239,2022-08-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
274791,2022-08-01,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
279513,2022-08-01,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
279969,2022-08-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
283023,2022-08-01,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
283310,2022-08-01,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop
283318,2022-08-01,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
283325,2022-08-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283328,2022-08-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283400,2022-08-01,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop
278789,2022-08-02,checkout_monthly_completepayment.click.fail,"year field is required",desktop
177584,2022-08-03,checkout_monthly_completepayment.click.fail,"year field is required",desktop
178245,2022-08-03,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
283005,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283300,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283695,2022-08-03,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
12900,2022-08-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
158724,2022-08-04,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
282960,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop
282995,2022-08-04,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283357,2022-08-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
283809,2022-08-04,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283927,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop
248826,2022-08-05,checkout_monthly_completepayment.click.fail,"year field is required",desktop
281325,2022-08-05,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283859,2022-08-05,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
284028,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284063,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284066,2022-08-05,checkout_annual_completepayment.click.fail,"State field is required",desktop
283696,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284011,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284258,2022-08-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284241,2022-08-08,checkout_quarterly_completepayment.click.fail,"lastName field is required",desktop
284344,2022-08-08,checkout_annual_completepayment.click.fail,"State field is required",desktop
284420,2022-08-08,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
197639,2022-08-09,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284512,2022-08-09,checkout_monthly_completepayment.click.fail,"State field is required",desktop
262569,2022-08-10,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
278995,2022-08-10,checkout_monthly_completepayment.click.fail,"month field is required",desktop
284438,2022-08-10,checkout_annual_completepayment.click.fail,"number field is required",desktop
284566,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
284657,2022-08-10,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
284671,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
285670,2022-08-10,checkout_monthly_completepayment.click.fail,"number field is required",mobile
283923,2022-08-11,checkout_annual_completepayment.click.fail,"year field is required",desktop
284180,2022-08-11,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
284857,2022-08-11,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
219925,2022-08-12,checkout_monthly_completepayment.click.fail,"number field is required",desktop
284141,2022-08-13,checkout_annual_completepayment.click.fail,"year field is required",mobile
277353,2022-08-14,checkout_monthly_completepayment.click.fail,"State field is required",mobile
285411,2022-08-14,checkout_annual_completepayment.click.fail,"year field is required",desktop
161941,2022-08-15,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
285813,2022-08-15,checkout_annual_completepayment.click.fail,"number field is required",desktop
285915,2022-08-15,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
286616,2022-08-16,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop
181512,2022-08-17,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
286819,2022-08-17,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
286957,2022-08-17,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
1641,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
191753,2022-08-18,checkout_monthly_completepayment.click.fail,"year field is required",mobile
223232,2022-08-18,checkout_monthly_completepayment.click.fail,"year field is required",desktop
266184,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",mobile
275323,2022-08-18,checkout_annual_completepayment.click.fail,"number field is required",mobile
286753,2022-08-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
286881,2022-08-18,checkout_monthly_completepayment.click.fail,"number field is required",desktop
287006,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
287028,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
284166,2022-08-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
287206,2022-08-19,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
287253,2022-08-19,checkout_annual_completepayment.click.fail,"number field is required",desktop
177307,2022-08-20,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
287334,2022-08-20,checkout_annual_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
286487,2022-08-21,checkout_annual_completepayment.click.fail,"number field is required",desktop
287436,2022-08-21,checkout_monthly_completepayment.click.fail,"zip field is required",mobile
287523,2022-08-21,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
287531,2022-08-21,checkout_sql-for-data-science-interviews_completepayment.click.fail,"zip field is required",desktop
5,2022-08-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
280372,2022-08-22,checkout_monthly_completepayment.click.fail,"number field is required",mobile
287548,2022-08-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
287553,2022-08-22,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
287625,2022-08-22,checkout_annual_completepayment.click.fail,"State field is required",desktop
288355,2022-08-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
175418,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",mobile
286607,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop
287330,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop
287721,2022-08-23,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
287352,2022-08-24,checkout_annual_completepayment.click.fail,"number field is required",mobile
287896,2022-08-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
287982,2022-08-25,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
288098,2022-08-25,checkout_annual_completepayment.click.fail,"State field is required",mobile
279062,2022-08-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283854,2022-08-26,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
285737,2022-08-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop
145723,2022-08-28,checkout_lifetime_completepayment.click.fail,"Your card was declined.",mobile
263825,2022-08-28,checkout_monthly_completepayment.click.fail,"number field is required",desktop
283662,2022-08-28,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
288345,2022-08-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
288377,2022-08-28,checkout_monthly_completepayment.click.fail,"year field is required",mobile
288426,2022-08-28,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
288434,2022-08-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
2834,2022-08-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
159772,2022-08-29,checkout_annual_completepayment.click.fail,"year field is required",desktop
211370,2022-08-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
287688,2022-08-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
147045,2022-08-30,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
147178,2022-08-30,checkout_annual_completepayment.click.fail,"year field is required",mobile
249940,2022-08-30,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
253904,2022-08-30,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
288637,2022-08-30,checkout_monthly_completepayment.click.fail,"year field is required",desktop
4723,2022-08-31,checkout_annual_completepayment.click.fail,"year field is required",desktop
5782,2022-08-31,checkout_annual_completepayment.click.fail,"zip field is required",mobile
7179,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
12270,2022-08-31,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
13501,2022-08-31,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
143656,2022-08-31,checkout_monthly_completepayment.click.fail,"year field is required",desktop
146397,2022-08-31,checkout_annual_completepayment.click.fail,"year field is required",mobile
156038,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
167392,2022-08-31,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
284927,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
288808,2022-08-31,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
143454,2022-09-01,checkout_monthly_completepayment.click.fail,"zip field is required",desktop
184533,2022-09-01,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
288613,2022-09-01,checkout_quarterly_completepayment.click.fail,"zip field is required",desktop
289045,2022-09-01,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
10313,2022-09-02,checkout_monthly_completepayment.click.fail,"State field is required",desktop
289210,2022-09-02,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
289177,2022-09-03,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
289240,2022-09-03,checkout_annual_completepayment.click.fail,"year field is required",mobile
289271,2022-09-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
288809,2022-09-04,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
288665,2022-09-05,checkout_annual_completepayment.click.fail,"year field is required",desktop
1864,2022-09-06,checkout_annual_completepayment.click.fail,"year field is required",mobile
111461,2022-09-06,checkout_monthly_completepayment.click.fail,"Your card has expired.",desktop
279562,2022-09-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
288884,2022-09-06,checkout_annual_completepayment.click.fail,"year field is required",desktop
